RegionStation,Month,MinTemp,MaxTemp,Humidity,Wind,SunHours,Rad,Eto_mm/day,SoilType
Raichur,May,26.5,39.6,43,242,7.9,21.7,7.77,Black
Raichur,June,24.1,35.1,58,346,5,17.1,6.57,Black
Raichur,July,22.9,32,66,346,3.7,15.2,5.28,Black
Raichur,August,22.8,31.9,64,302,4.8,16.7,5.34,Black
Raichur,September,22.7,31.6,64,233,5.2,16.8,4.87,Black
Raichur,October,22.5,31.7,57,156,7.1,18.3,4.75,Black
Raichur,November,20,30.1,49,156,8,17.9,4.53,Black
Raichur,December,18,29.1,46,156,7.9,16.9,4.21,Black
Raipur,April,25.1,39.2,27,130,9,23.1,6.37,Laterite
Raipur,August,24.1,30.1,93,181,4,15.6,3.23,Laterite
Raipur,December,13.2,27.3,63,78,8.3,15.9,2.81,Laterite
Raipur,February,16.2,30.3,47,95,8.7,19,3.82,Laterite
Raipur,January,13.5,27.7,56,86,8.3,16.6,3.03,Laterite
Raipur,July,24.1,30.3,100,199,3.5,15.1,3,Laterite
Raipur,June,26.8,37.5,69,199,5.8,18.6,5.65,Laterite
Raipur,March,20.5,34.7,30,121,9,21.7,5.3,Laterite
Raipur,May,28.8,42.3,28,181,8.8,23.2,7.97,Laterite
Raipur,November,16,29.1,62,69,8.1,16.7,3.2,Laterite
Raipur,October,21.5,31.2,79,95,7.7,18.2,3.86,Laterite
Raipur,September,24.1,31,91,121,5.3,16.6,3.52,Laterite
Rajkot,April,21.3,38.8,36,354,9.3,23.4,9.25,Sandy
Rajkot,August,24,31.6,75,432,3.9,15.5,4.89,Sandy
Rajkot,December,12.3,29.6,34,199,7.9,15.2,4.66,Sandy
Rajkot,February,13.1,30.7,33,233,8.4,18.4,5.61,Sandy
Rajkot,January,10.7,28.1,35,225,8,16,4.77,Sandy
Rajkot,July,24.9,32.6,74,475,4.1,16,5.33,Sandy
Rajkot,June,26.2,37.8,59,484,6.5,19.7,8.23,Sandy
Rajkot,March,17.2,35.3,34,320,8.8,21.1,7.79,Sandy
Rajkot,May,24.7,40.5,44,475,9.2,23.8,10.53,Sandy
Rajkot,November,16.5,33.2,34,190,8.2,16.5,5.27,Sandy
Rajkot,October,20.9,35.4,46,199,8.2,18.6,5.74,Sandy
Rajkot,September,22.9,32.9,68,311,6.1,17.6,5.3,Sandy
Ranchi,January,9.9,23.6,55,61,7.7,15.3,2.36,Red
Ranchi,February,12.2,25.9,46,78,8.4,18.2,3.15,Red
Ranchi,March,16.7,31.2,33,86,8.8,20.9,4.3,Red
Ranchi,April,21.1,35.9,31,104,9.1,23,5.53,Red
Ranchi,May,24,37.9,35,112,8.4,22.6,6.07,Red
Ranchi,June,23.9,34.2,61,121,3.7,15.6,4.51,Red
Ranchi,July,22.6,29.1,85,112,1.9,12.9,3.07,Red
Ranchi,August,22.4,28.9,84,104,1.9,12.4,2.88,Red
Ranchi,September,21.9,29.2,82,78,4.1,14.6,3.21,Red
Ranchi,October,18.5,28.5,68,61,7.2,17.1,3.4,Red
Ranchi,November,13,25.7,56,61,8.3,16.4,2.82,Red
Ranchi,December,9.9,23.7,54,61,8.4,15.4,2.36,Red
Rentachintala,January,17.3,31.2,56,86,8.3,18,3.6,Black
Rentachintala,February,19.9,34.1,48,121,8.7,20.1,4.74,Black
Rentachintala,March,23,37.5,45,147,9.2,22.7,6.04,Black
Rentachintala,April,26.1,39.6,44,156,8.7,22.9,6.65,Black
Rentachintala,May,28.6,41.5,42,199,7.8,21.6,7.51,Black
Rentachintala,June,27.8,37.8,51,259,5.6,18,6.93,Black
Rentachintala,July,25.3,34.1,63,242,4.4,16.3,5.34,Black
Rentachintala,August,25.6,33.9,62,216,4.8,16.8,5.23,Black
Rentachintala,September,24.8,33.4,66,147,5.4,17.1,4.56,Black
Rentachintala,October,23.2,32.9,66,78,6.5,17.4,4,Black
Rentachintala,November,19.6,30.8,64,61,7.2,16.8,3.42,Black
Rentachintala,December,16.8,29.9,59,61,8,17,3.16,Black
Roorkee,January,6.6,20.1,65,69,6.2,11.8,1.67,Alluvial
Roorkee,February,8.7,22.9,56,78,7,14.7,2.34,Alluvial
Roorkee,March,13.1,28.7,41,86,7.6,18.1,3.55,Alluvial
Roorkee,April,18.2,35.2,29,104,8.9,22.1,5.19,Alluvial
Roorkee,May,23.6,39.4,27,121,10,24.8,6.61,Alluvial
Roorkee,June,25.9,38.5,42,121,8.6,23,6.42,Alluvial
Roorkee,July,25.5,33.3,72,95,4.9,17.3,4.33,Alluvial
Roorkee,August,25,32.3,75,78,5,16.7,3.92,Alluvial
Roorkee,September,23.4,32.4,70,69,7,17.9,3.99,Alluvial
Roorkee,October,17.2,30.9,59,61,8.6,17.3,3.42,Alluvial
Roorkee,November,10.1,26.5,57,52,7.9,14,2.29,Alluvial
Roorkee,December,6.8,22,64,61,7.1,12,1.71,Alluvial
Rudramata,January,10.1,26.1,29,130,8,15.7,3.54,Black
Rudramata,February,12.9,29.1,30,138,8.6,18.4,4.27,Black
Rudramata,March,18.3,34,38,147,9.1,21.4,5.38,Black
Rudramata,April,22.7,37.6,34,190,9.8,24,7.17,Black
Rudramata,May,25.6,38.7,46,320,10.3,25.4,8.83,Black
Rudramata,June,27.4,36.7,60,372,7.8,21.8,7.59,Black
Rudramata,July,26.3,33,71,363,4.8,17.1,5.51,Black
Rudramata,August,25.3,31.7,70,320,4.9,16.8,5.09,Black
Rudramata,September,24.1,33.2,64,216,7.2,19.1,5.26,Black
Rudramata,October,21.5,35.6,40,156,8.8,19.2,5.48,Black
Rudramata,November,15.6,32.3,38,121,8.5,16.6,4.15,Black
Rudramata,December,11.2,28,34,104,8,15,3.25,Black
Sabaur,January,8.4,23.6,72,86,7.6,14.6,2.23,Alluvial
Sabaur,February,10.7,26.4,62,95,8,17.1,2.96,Alluvial
Sabaur,March,15.7,32.8,44,130,8.9,20.8,4.76,Alluvial
Sabaur,April,21.2,36.9,40,164,9.1,22.9,6.36,Alluvial
Sabaur,May,24.9,37.4,55,199,8.2,22.3,6.59,Alluvial
Sabaur,June,26.3,34.9,73,164,4.5,16.9,4.66,Alluvial
Sabaur,July,26.3,32.3,83,164,2.6,13.8,3.56,Alluvial
Sabaur,August,26.3,31.9,84,181,2.5,13.2,3.37,Alluvial
Sabaur,September,25.8,32.1,82,130,3.8,14.1,3.43,Alluvial
Sabaur,October,21.9,31.2,76,112,7.4,17,3.76,Alluvial
Sabaur,November,14,28.3,72,61,8.2,15.7,2.8,Alluvial
Sabaur,December,9.1,24.8,76,61,8.2,14.5,2.16,Alluvial
Sagar,January,11.2,24.5,41,147,7.5,15,3.36,Black
Sagar,February,13,26.7,37,147,8.6,18.2,4.04,Black
Sagar,March,18.3,32.2,27,147,8.8,20.8,5.29,Black
Sagar,April,23.3,37.8,21,147,9.3,23.3,6.55,Black
Sagar,May,26.3,40.6,19,164,9.5,24.2,7.62,Black
Sagar,June,25.4,37.2,44,190,7.2,20.8,6.82,Black
Sagar,July,23.2,30.2,77,190,4.5,16.7,4.23,Black
Sagar,August,22.5,28.6,85,164,4.3,15.9,3.5,Black
Sagar,September,22.1,30.4,69,147,6.2,17.5,4.19,Black
Sagar,October,20.2,31.6,50,121,8.3,18.4,4.41,Black
Sagar,November,16,28.7,43,121,8.4,16.4,3.74,Black
Sagar,December,12.5,25.1,46,121,7.8,14.6,3.05,Black
Sagar Island,January,15,25,83,173,9,17.3,2.81,Alluvial
Sagar Island,February,18.3,27.2,87,216,9,19.3,3.27,Alluvial
Sagar Island,March,23.3,30.5,90,320,8.7,21.1,3.97,Alluvial
Sagar Island,April,26.1,32.2,93,432,8.1,21.6,4.19,Alluvial
Sagar Island,May,27.2,32.8,92,475,7.3,20.9,4.24,Alluvial
Sagar Island,June,27.2,32.2,93,432,5.5,18.2,3.74,Alluvial
Sagar Island,July,26.7,30.5,93,432,4.8,17.2,3.46,Alluvial
Sagar Island,August,26.7,30.5,94,354,4.7,16.6,3.3,Alluvial
Sagar Island,September,26.1,31.1,95,268,5.2,16.4,3.29,Alluvial
Sagar Island,October,24.4,30.5,91,199,6.8,16.8,3.47,Alluvial
Sagar Island,November,19.4,27.8,87,173,7.2,15.4,2.97,Alluvial
Sagar Island,December,15,25,86,173,8.8,16.3,2.66,Alluvial
Salem,January,19.2,31.1,55,164,8.9,20,4.75,Red
Salem,February,20.2,33.7,49,173,9.4,22.1,5.63,Red
Salem,March,22.5,36.1,47,164,9.6,23.9,6.29,Red
Salem,April,25.1,36.9,52,130,8.7,23,5.97,Red
Salem,May,25.5,36.8,55,121,8.1,21.6,5.68,Red
Salem,June,24.4,34.9,61,156,6.8,19.5,5.33,Red
Salem,July,23.6,33.4,65,147,5.9,18.1,4.76,Red
Salem,August,23.4,33.2,65,121,6.2,18.9,4.68,Red
Salem,September,23.3,33.1,63,112,7,19.9,4.77,Red
Salem,October,22.8,31.9,69,86,6.7,18.5,4.15,Red
Salem,November,21.2,30.5,67,104,7.2,17.9,3.93,Red
Salem,December,19.6,30.1,61,138,8.1,18.3,4.14,Red
Sambalpur,January,12.6,28.2,61,72,7.9,16,2.81,Red
Sambalpur,February,14.9,30.5,54,88,8,18.1,3.57,Red
Sambalpur,March,18.7,35.4,44,103,9.5,22.3,4.99,Red
Sambalpur,April,23.8,39.6,39,127,10.6,25.5,6.56,Red
Sambalpur,May,27.6,42.1,41,161,11.3,27,7.89,Red
Sambalpur,June,26.9,37.2,60,192,6.1,19,6.02,Red
Sambalpur,July,24.9,30.7,83,199,3.3,14.8,3.71,Red
Sambalpur,August,24.9,30.7,83,177,3.4,14.6,3.54,Red
Sambalpur,September,24.8,31.5,81,131,4.8,15.8,3.7,Red
Sambalpur,October,22,31.5,74,91,6,15.9,3.6,Red
Sambalpur,November,15.8,29.3,67,74,7.3,15.7,3.09,Red
Sambalpur,December,12.2,27.7,64,62,7.4,14.8,2.57,Red
Sangli,January,14.3,30.6,48,184,9.5,19.4,4.73,Laterite
Sangli,February,15.4,33.1,44,189,10.1,22,5.59,Laterite
Sangli,March,18.6,36.2,40,216,10.8,25,6.99,Laterite
Sangli,April,21.6,37.9,44,259,8.9,23.2,7.58,Laterite
Sangli,May,22.7,37.4,53,343,8.5,22.6,7.89,Laterite
Sangli,June,22.3,31.6,70,391,6.1,18.8,5.63,Laterite
Sangli,July,21.6,27.9,80,424,5.4,17.8,4.29,Laterite
Sangli,August,21.1,28,79,372,5,17.1,4.13,Laterite
Sangli,September,20.5,29.4,75,297,6.2,18.3,4.5,Laterite
Sangli,October,20.1,31,63,196,6.5,17.4,4.56,Laterite
Sangli,November,17.1,30.1,56,206,5.7,14.7,4.32,Laterite
Sangli,December,14.6,29.7,51,206,8.5,17.5,4.54,Laterite
Satna,January,9,24.7,55,61,7.3,14.5,2.28,Alluvial
Satna,February,11.1,27.3,46,86,8.3,17.7,3.2,Alluvial
Satna,March,16,33.1,31,95,8.9,20.9,4.48,Alluvial
Satna,April,21.7,38.4,25,104,9.3,23.3,5.72,Alluvial
Satna,May,26.9,42.1,23,121,9.5,24.2,6.87,Alluvial
Satna,June,28,39.1,44,156,6.4,19.7,6.48,Alluvial
Satna,July,25.1,31.9,78,130,3.1,14.7,3.84,Alluvial
Satna,August,24.5,30.5,81,112,2.9,13.9,3.32,Alluvial
Satna,September,23.8,31.5,76,95,5.5,16.4,3.78,Alluvial
Satna,October,18.8,31.8,59,61,8.2,18.2,3.74,Alluvial
Satna,November,11.6,28.9,50,43,8.4,16.2,2.73,Alluvial
Satna,December,8.4,25.8,54,52,8,14.6,2.24,Alluvial
Seoni,January,11.5,25.4,50,95,7.7,15.7,2.9,Black
Seoni,February,13.3,28.6,41,112,8.3,18.3,3.81,Black
Seoni,March,17.4,33.4,31,112,8.7,21.1,4.91,Black
Seoni,April,21.7,37.3,27,121,8.6,22.4,5.89,Black
Seoni,May,25.5,40.4,26,121,8.6,22.9,6.56,Black
Seoni,June,24.4,35.5,55,130,5.9,18.8,5.39,Black
Seoni,July,22.4,28.7,82,130,3.5,15.2,3.54,Black
Seoni,August,22.1,28.3,82,121,3.8,15.3,3.4,Black
Seoni,September,21.6,29.2,76,112,5.4,16.6,3.7,Black
Seoni,October,18.4,29.7,56,104,7.8,18.1,4.02,Black
Seoni,November,13.3,27.5,48,86,8.2,16.7,3.27,Black
Seoni,December,10.9,26.1,49,78,8.1,15.4,2.73,Black
Shillong,January,3.6,15.5,78,52,5.9,12.6,1.61,Black
Shillong,February,6.4,17.1,67,61,6.2,14.7,2.09,Black
Shillong,March,10.5,21.5,53,112,7.3,18.5,3.4,Black
Shillong,April,14.1,23.8,58,156,6.9,19.5,4.15,Black
Shillong,May,15.5,23.7,75,130,4.7,17,3.5,Black
Shillong,June,17.4,23.7,83,112,2,13.1,2.8,Black
Shillong,July,18.1,24.1,83,61,0.3,10.5,2.38,Black
Shillong,August,17.8,24.1,82,52,1.9,12.4,2.64,Black
Shillong,September,16.6,23.6,84,43,2.9,12.7,2.59,Black
Shillong,October,12.9,21.8,84,35,5,13.8,2.47,Black
Shillong,November,7.7,18.9,82,26,5.7,12.7,1.91,Black
Shillong,December,4.5,16.4,81,35,5.8,11.9,1.55,Black
Shimla,January,1.9,8.5,73,61,5.2,10.4,1.19,Sandy
Shimla,February,3.1,10.3,70,69,5.9,13.1,1.59,Sandy
Shimla,March,6.8,14.4,52,78,6.6,16.5,2.5,Sandy
Shimla,April,11.2,19.2,42,78,8.6,21.5,3.69,Sandy
Shimla,May,15,23.4,42,61,9.2,23.5,4.38,Sandy
Shimla,June,16.2,24.3,68,35,7.9,22,4.26,Sandy
Shimla,July,15.6,21,98,26,2.4,13.6,2.74,Sandy
Shimla,August,15.2,20.1,100,61,1.5,11.6,2.24,Sandy
Shimla,September,13.8,20,92,61,5.5,15.6,2.75,Sandy
Shimla,October,10.8,17.9,63,61,8.7,17.1,2.65,Sandy
Shimla,November,7.3,15,53,61,8.9,14.6,1.92,Sandy
Shimla,December,4.2,11.3,66,61,6,10.6,1.32,Sandy
Sholapur,January,15.8,30.8,36,138,8.4,17.7,4.34,Black
Sholapur,February,17.5,33.7,29,138,9.1,20.4,5.14,Black
Sholapur,March,21.1,37.1,24,147,8.6,21.6,6.1,Black
Sholapur,April,24.5,39.3,24,164,8.3,22.2,6.99,Black
Sholapur,May,25.5,40.4,28,216,7.7,21.5,8.02,Black
Sholapur,June,23.5,35,71,225,5.3,17.6,5.17,Black
Sholapur,July,22.3,31.4,79,233,2.8,13.9,3.84,Black
Sholapur,August,21.9,31.3,74,207,3.8,15.2,4.09,Black
Sholapur,September,21.5,31.5,67,156,4.7,16.1,4.18,Black
Sholapur,October,20.6,32.3,49,138,6.8,17.6,4.68,Black
Sholapur,November,17.2,31,36,156,8.3,17.9,4.79,Black
Sholapur,December,15,30,35,147,8.4,17.1,4.3,Black
Sibsagar,January,9.9,22.7,84,52,4.7,10.9,1.63,Sandy
Sibsagar,February,12.8,23.9,78,69,5.7,13.8,2.21,Sandy
Sibsagar,March,16.1,27.3,72,104,5.4,15.6,3.1,Sandy
Sibsagar,April,19.3,28.7,74,112,4.5,16,3.47,Sandy
Sibsagar,May,22.4,29.7,80,112,3.1,14.6,3.32,Sandy
Sibsagar,June,24.8,31.5,82,112,1.5,12.5,3.09,Sandy
Sibsagar,July,25.4,32.4,81,104,1.5,12.3,3.15,Sandy
Sibsagar,August,25.4,32.1,80,95,1.9,12.3,3.12,Sandy
Sibsagar,September,24.7,31.5,83,86,2.4,11.8,2.87,Sandy
Sibsagar,October,21.8,29.7,84,69,4.8,13.3,2.83,Sandy
Sibsagar,November,16,26.8,85,43,5.3,11.9,2.15,Sandy
Sibsagar,December,11.4,23.8,85,43,5.1,10.7,1.67,Sandy
Silchar,January,11.7,25.5,100,26,8.2,15.5,2.21,
Silchar,February,13.3,27.2,92,26,8.2,17.4,2.7,
Silchar,March,17.2,30,78,43,8.3,20.1,3.6,
Silchar,April,20.5,31.1,89,52,7.7,20.9,4.09,
Silchar,May,22.8,31.7,100,26,6.8,20.2,4.2,
Silchar,June,24.4,31.7,100,26,5.1,17.7,3.79,
Silchar,July,25,32.2,100,26,4.9,17.3,3.78,
Silchar,August,25,32.2,100,26,4.9,16.8,3.65,
Silchar,September,24.4,32.2,100,26,5.3,16.2,3.5,
Silchar,October,22.2,31.7,100,17,7.1,16.7,3.43,
Silchar,November,17.2,29.4,100,26,8,15.6,2.8,
Silchar,December,12.8,26.7,100,17,8.1,14.6,2.23,
Srinagar,January,-2,7,93,86,1.3,5.9,0.69,Alluvial
Srinagar,February,-0.7,8.2,85,103,2.7,8.9,1.02,Alluvial
Srinagar,March,3.4,14.1,79,134,3.1,11.5,1.7,Alluvial
Srinagar,April,7.9,20.5,73,127,4.9,15.8,2.84,Alluvial
Srinagar,May,10.8,24.5,66,103,6.4,19.3,3.73,Alluvial
Srinagar,June,14.9,29.6,62,98,7,20.5,4.44,Alluvial
Srinagar,July,18.1,30.1,70,96,6.9,20.1,4.44,Alluvial
Srinagar,August,17.5,29.6,74,86,6.5,18.6,4.07,Alluvial
Srinagar,September,12.1,27.4,69,88,7.1,17.3,3.59,Alluvial
Srinagar,October,5.8,22.4,82,79,7.2,14.5,2.45,Alluvial
Srinagar,November,0.9,15.1,83,72,5.9,10.7,1.42,Alluvial
Srinagar,December,-1.5,8.2,92,81,2.8,6.8,0.76,Alluvial
Surat,April,21.3,38.8,36,354,9.3,23.4,5.89,Black
Surat,August,24,31.6,75,432,3.9,15.5,3.6,Black
Surat,December,12.3,29.6,34,199,7.9,15.2,3.32,Black
Surat,February,13.1,30.7,33,233,8.4,18.4,3.85,Black
Surat,January,10.7,28.1,35,225,8,16,3.31,Black
Surat,July,24.9,32.6,74,475,4.1,16,3.59,Black
Surat,June,26.2,37.8,59,484,6.5,19.7,4.97,Black
Surat,March,17.2,35.3,34,320,8.8,21.1,5.04,Black
Surat,May,24.7,40.5,44,475,9.2,23.8,6.1,Black
Surat,November,16.5,33.2,34,190,8.2,16.5,3.99,Black
Surat,October,20.9,35.4,46,199,8.2,18.6,4.49,Black
Surat,September,22.9,32.9,68,311,6.1,17.6,3.89,Black
Tezpur,January,11.4,23.7,100,26,8.7,15.4,2.04,Alluvial
Tezpur,February,13.7,25.4,81,61,8.1,16.9,2.58,Alluvial
Tezpur,March,17.1,29,65,95,8.7,20.1,3.86,Alluvial
Tezpur,April,20.2,30.3,67,130,8.3,21.5,4.65,Alluvial
Tezpur,May,22.5,30.3,88,95,6.9,20.2,4.11,Alluvial
Tezpur,June,24.7,31.6,93,61,5.6,18.5,3.92,Alluvial
Tezpur,July,25.3,32.1,90,26,5.3,18,3.92,Alluvial
Tezpur,August,25.4,32.2,91,26,5.7,17.9,3.89,Alluvial
Tezpur,September,24.7,31.7,96,26,6.1,17.1,3.66,Alluvial
Tezpur,October,21.8,30.2,94,26,7.7,17.1,3.36,Alluvial
Tezpur,November,16.5,27.6,100,35,8.8,15.9,2.65,Alluvial
Tezpur,December,12.4,24.7,100,35,9.1,15.1,2.08,Alluvial
Thiruchirapalli,January,20.6,30.1,65,164,8,18.9,4.33,Alluvial
Thiruchirapalli,February,21.3,32.7,58,130,8.7,21.3,4.9,Alluvial
Thiruchirapalli,March,22.9,35.1,53,156,8.9,22.9,5.83,Alluvial
Thiruchirapalli,April,25.8,36.7,56,164,8.5,22.6,6.14,Alluvial
Thiruchirapalli,May,26.4,37.1,52,294,7.8,21.2,7.35,Alluvial
Thiruchirapalli,June,26.5,36.4,51,518,7,19.6,8.92,Alluvial
Thiruchirapalli,July,25.9,35.5,51,544,5.6,17.7,8.61,Alluvial
Thiruchirapalli,August,25.4,35.1,54,493,6.3,18.9,8,Alluvial
Thiruchirapalli,September,24.9,34.2,60,346,7.3,20.4,6.67,Alluvial
Thiruchirapalli,October,23.9,32.3,70,181,6.6,18.4,4.68,Alluvial
Thiruchirapalli,November,22.7,29.9,73,147,6.2,16.6,3.85,Alluvial
Thiruchirapalli,December,21.3,29.3,71,190,6.9,16.9,3.96,Alluvial
Trivandrum,January,22,31.8,68,121,7.8,19.2,4.31,Laterite
Trivandrum,February,22.7,32.1,70,147,8,20.6,4.71,Laterite
Trivandrum,March,24.2,32.9,74,147,7.9,21.5,4.95,Laterite
Trivandrum,April,25.1,32.9,78,164,6.6,19.7,4.65,Laterite
Trivandrum,May,24.9,32.1,83,190,6,18.3,4.27,Laterite
Trivandrum,June,23.6,30,84,164,4.1,15.1,3.47,Laterite
Trivandrum,July,23.2,29.7,85,190,4.3,15.5,3.48,Laterite
Trivandrum,August,23.1,29.6,85,216,5.4,17.6,3.79,Laterite
Trivandrum,September,23.4,30.3,82,190,6,18.4,4.08,Laterite
Trivandrum,October,23.3,30.3,85,147,5.6,17.2,3.69,Laterite
Trivandrum,November,23.1,30.5,82,95,5.8,16.6,3.5,Laterite
Trivandrum,December,22.7,31.4,73,95,7,17.7,3.81,Laterite
Umaria,January,9,25,58,52,7.2,14.7,2.27,Black
Umaria,February,10.8,27.7,46,61,8.1,17.6,2.99,Black
Umaria,March,15.3,32.9,33,69,8.3,20.2,4.01,Black
Umaria,April,21.1,37.9,24,95,8.8,22.6,5.43,Black
Umaria,May,26.5,41.4,23,104,8.7,23.1,6.31,Black
Umaria,June,26.8,37.6,47,112,5.2,17.8,5.41,Black
Umaria,July,24,30.6,80,104,1.4,12,3.15,Black
Umaria,August,23.5,29.4,83,95,1.3,11.5,2.79,Black
Umaria,September,22.8,30.5,77,78,4,14.4,3.31,Black
Umaria,October,17.6,30.6,63,52,7.6,17.6,3.52,Black
Umaria,November,10.8,27.6,55,43,8.3,16.4,2.72,Black
Umaria,December,8,25.6,58,43,8.1,15,2.21,Black
Varanasi,January,9.5,23.4,62,95,7.4,14.3,2.36,Alluvial
Varanasi,February,12,26.6,48,112,8.3,17.4,3.32,Alluvial
Varanasi,March,17.2,33.4,32,138,9,20.9,5.15,Alluvial
Varanasi,April,22.4,38.6,26,147,9.8,23.9,6.63,Alluvial
Varanasi,May,27,41.5,32,147,10.1,25.1,7.41,Alluvial
Varanasi,June,28.3,39.1,49,147,6.6,20,6.28,Alluvial
Varanasi,July,26.5,33.5,76,138,3.3,14.9,4.06,Alluvial
Varanasi,August,26,32.2,82,121,3.2,14.3,3.52,Alluvial
Varanasi,September,25.4,32.7,76,95,5.5,16.4,3.87,Alluvial
Varanasi,October,20.7,32.5,60,78,8.1,17.8,3.91,Alluvial
Varanasi,November,13.4,28.6,55,78,8.7,16.2,3.07,Alluvial
Varanasi,December,9.7,24.4,61,86,8.2,14.5,2.4,Alluvial
Vellore,January,18.2,28.9,64,112,8.4,19,3.83,Red
Vellore,February,19.2,31.6,56,112,9,21.3,4.58,Red
Vellore,March,21.4,34.5,50,130,9.5,23.6,5.58,Red
Vellore,April,25,36.8,50,138,9,23.3,6.08,Red
Vellore,May,26.6,38.4,49,138,8.4,22.2,6.24,Red
Vellore,June,26.3,36,52,173,7.3,20.3,6.03,Red
Vellore,July,25.5,34.3,57,173,6.2,18.7,5.43,Red
Vellore,August,25,34.1,60,164,6.5,19.4,5.34,Red
Vellore,September,24.4,33.5,62,112,7,19.8,4.88,Red
Vellore,October,23,31.8,70,78,6.9,18.6,4.12,Red
Vellore,November,20.7,29.3,72,86,7.1,17.5,3.63,Red
Vellore,December,18.7,28.1,70,104,7.7,17.5,3.48,Red
Veraval,April,22.1,31.8,95,380,9.4,23.7,4.26,Black
Veraval,August,25.2,29.5,92,579,3.6,14.9,3.09,Black
Veraval,December,16,30.4,90,268,8.1,15.8,3.15,Black
Veraval,February,15.2,29.4,98,311,8.8,19.3,3.1,Black
Veraval,January,14.2,28.7,84,285,8.3,16.7,3.38,Black
Veraval,July,26.2,30.5,92,700,3.5,15.2,3.28,Black
Veraval,June,26.9,32,90,579,6.5,19.7,4.18,Black
Veraval,March,18.4,31.3,96,363,9.1,21.9,3.77,Black
Veraval,May,25.2,32,91,406,8.8,23.1,4.6,Black
Veraval,November,19.3,33,92,242,8.2,17,3.51,Black
Veraval,October,22.3,33.5,92,268,8,18.7,3.88,Black
Veraval,September,24.3,30.8,91,380,6.4,18.2,3.67,Black
Vishakapatnam,January,18.4,29,87,164,9,18.5,3.33,Black
Vishakapatnam,February,20.8,31.1,84,190,9.6,21.1,4.15,Black
Vishakapatnam,March,23.4,33.8,84,242,9.6,23,5,Black
Vishakapatnam,April,26.2,35.2,84,337,9.1,23.3,5.48,Black
Vishakapatnam,May,27.7,36.4,83,311,8.4,22.4,5.65,Black
Vishakapatnam,June,27.6,35.4,82,311,6.4,19.3,5.13,Black
Vishakapatnam,July,26.4,33.2,82,311,5.2,17.5,4.55,Black
Vishakapatnam,August,26.2,32.7,84,285,6.1,18.8,4.49,Black
Vishakapatnam,September,25.9,32.7,85,190,6.3,18.4,4.24,Black
Vishakapatnam,October,24.5,32.1,87,147,7.4,18.5,3.97,Black
Vishakapatnam,November,22.1,30.5,75,190,8.1,17.7,4.02,Black
Vishakapatnam,December,19.3,29.2,78,190,8.6,17.4,3.6,Black
